time,lat,lon,spei
2020-01-16,0.25,32.25,1.1560323
2020-01-16,0.25,32.75,1.5300909
2020-01-16,0.25,33.25,1.9641852
2020-01-16,0.25,33.75,1.996487
2020-01-16,0.25,34.25,2.0561125
2020-01-16,0.25,34.75,2.135745
2020-01-16,0.25,35.25,2.1513405
2020-01-16,0.25,35.75,2.068706
2020-01-16,0.25,36.25,2.0452154
2020-01-16,0.25,36.75,1.9975964
2020-01-16,0.25,37.25,2.1223557
2020-01-16,0.25,37.75,1.971038
2020-01-16,0.25,38.25,2.050684
2020-01-16,0.25,38.75,2.1552923
2020-01-16,0.25,39.25,2.0948002
2020-01-16,0.25,39.75,2.163053
2020-01-16,0.25,40.25,2.1114593
2020-01-16,0.25,40.75,2.0943358
2020-01-16,0.25,41.25,1.8155152
2020-01-16,0.25,41.75,0.9819253
2020-01-16,0.25,42.25,-0.8294332
2020-01-16,0.25,42.75,-0.58188015
2020-01-16,0.25,43.25,-1.456743
2020-01-16,0.25,43.75,
2020-01-16,0.25,44.25,
2020-01-16,0.25,44.75,
2020-01-16,0.25,45.25,
2020-01-16,0.25,45.75,
2020-01-16,0.25,46.25,
2020-01-16,0.25,46.75,
2020-01-16,0.25,47.25,
2020-01-16,0.25,47.75,
2020-01-16,0.75,32.25,1.0175691
2020-01-16,0.75,32.75,1.7033675
2020-01-16,0.75,33.25,1.9574642
2020-01-16,0.75,33.75,1.9547546
2020-01-16,0.75,34.25,2.0362437
2020-01-16,0.75,34.75,1.9734615
2020-01-16,0.75,35.25,1.8832318
2020-01-16,0.75,35.75,1.5730422
2020-01-16,0.75,36.25,1.941362
2020-01-16,0.75,36.75,1.9012105
2020-01-16,0.75,37.25,1.8256816
2020-01-16,0.75,37.75,1.6428618
2020-01-16,0.75,38.25,1.8277241
2020-01-16,0.75,38.75,1.9163789
2020-01-16,0.75,39.25,1.8954806
2020-01-16,0.75,39.75,1.9805487
2020-01-16,0.75,40.25,1.9737058
2020-01-16,0.75,40.75,1.6381118
2020-01-16,0.75,41.25,1.1860505
2020-01-16,0.75,41.75,0.11032397
2020-01-16,0.75,42.25,-0.7416577
2020-01-16,0.75,42.75,-1.0766143
2020-01-16,0.75,43.25,-1.4289699
2020-01-16,0.75,43.75,-1.3118243
2020-01-16,0.75,44.25,
2020-01-16,0.75,44.75,
2020-01-16,0.75,45.25,
2020-01-16,0.75,45.75,
2020-01-16,0.75,46.25,
2020-01-16,0.75,46.75,
2020-01-16,0.75,47.25,
2020-01-16,0.75,47.75,
2020-01-16,1.25,32.25,1.1491202
2020-01-16,1.25,32.75,1.6495163
2020-01-16,1.25,33.25,1.8908907
2020-01-16,1.25,33.75,1.9445033
2020-01-16,1.25,34.25,1.9862502
2020-01-16,1.25,34.75,1.8311179
2020-01-16,1.25,35.25,1.8062476
2020-01-16,1.25,35.75,1.433641
2020-01-16,1.25,36.25,1.8076032
2020-01-16,1.25,36.75,1.838754
2020-01-16,1.25,37.25,1.6515882
2020-01-16,1.25,37.75,1.3164883
2020-01-16,1.25,38.25,1.4559848
2020-01-16,1.25,38.75,1.5508028
2020-01-16,1.25,39.25,1.5885377
2020-01-16,1.25,39.75,1.6046486
2020-01-16,1.25,40.25,-1.028757
2020-01-16,1.25,40.75,0.93901557
2020-01-16,1.25,41.25,0.5654586
2020-01-16,1.25,41.75,-0.90934354
2020-01-16,1.25,42.25,-1.1369412
2020-01-16,1.25,42.75,-2.152351
2020-01-16,1.25,43.25,-1.4415306
2020-01-16,1.25,43.75,-1.4411511
2020-01-16,1.25,44.25,-1.0439147
2020-01-16,1.25,44.75,
2020-01-16,1.25,45.25,
2020-01-16,1.25,45.75,
2020-01-16,1.25,46.25,
2020-01-16,1.25,46.75,
2020-01-16,1.25,47.25,
2020-01-16,1.25,47.75,
2020-01-16,1.75,32.25,0.6635978
2020-01-16,1.75,32.75,1.2291478
2020-01-16,1.75,33.25,1.5067424
2020-01-16,1.75,33.75,1.7515428
2020-01-16,1.75,34.25,1.7867047
2020-01-16,1.75,34.75,1.721985
2020-01-16,1.75,35.25,1.700697
2020-01-16,1.75,35.75,1.7104275
2020-01-16,1.75,36.25,1.6494366
2020-01-16,1.75,36.75,1.5671996
2020-01-16,1.75,37.25,1.3928355
2020-01-16,1.75,37.75,1.2037084
2020-01-16,1.75,38.25,1.2834466
2020-01-16,1.75,38.75,1.1155443
2020-01-16,1.75,39.25,1.2184621
2020-01-16,1.75,39.75,1.1089141
2020-01-16,1.75,40.25,0.6127653
2020-01-16,1.75,40.75,0.3510054
2020-01-16,1.75,41.25,0.19140035
2020-01-16,1.75,41.75,-1.2924175
2020-01-16,1.75,42.25,-0.72685784
2020-01-16,1.75,42.75,-1.8448448
2020-01-16,1.75,43.25,-1.4040815
2020-01-16,1.75,43.75,-0.88102907
2020-01-16,1.75,44.25,-1.3825438
2020-01-16,1.75,44.75,-1.405462
2020-01-16,1.75,45.25,-1.7927744
2020-01-16,1.75,45.75,
2020-01-16,1.75,46.25,
2020-01-16,1.75,46.75,
2020-01-16,1.75,47.25,
2020-01-16,1.75,47.75,
2020-01-16,2.25,32.25,0.2862153
2020-01-16,2.25,32.75,0.6986817
2020-01-16,2.25,33.25,1.2247704
2020-01-16,2.25,33.75,1.5322331
2020-01-16,2.25,34.25,1.6822314
2020-01-16,2.25,34.75,1.6460252
2020-01-16,2.25,35.25,1.6817719
2020-01-16,2.25,35.75,1.588796
2020-01-16,2.25,36.25,1.5577878
2020-01-16,2.25,36.75,1.1016623
2020-01-16,2.25,37.25,0.9234916
2020-01-16,2.25,37.75,0.8514948
2020-01-16,2.25,38.25,0.6918596
2020-01-16,2.25,38.75,0.72500575
2020-01-16,2.25,39.25,0.8788702
2020-01-16,2.25,39.75,0.90567434
2020-01-16,2.25,40.25,0.330785
2020-01-16,2.25,40.75,-0.17880012
2020-01-16,2.25,41.25,-1.3078785
2020-01-16,2.25,41.75,-1.9535569
2020-01-16,2.25,42.25,-0.87856984
2020-01-16,2.25,42.75,-0.12922318
2020-01-16,2.25,43.25,-1.3557392
2020-01-16,2.25,43.75,-1.6910521
2020-01-16,2.25,44.25,-0.78020066
2020-01-16,2.25,44.75,-2.6061301
2020-01-16,2.25,45.25,-1.5538404
2020-01-16,2.25,45.75,-0.20379616
2020-01-16,2.25,46.25,
2020-01-16,2.25,46.75,
2020-01-16,2.25,47.25,
2020-01-16,2.25,47.75,
2020-01-16,2.75,32.25,-0.029517319
2020-01-16,2.75,32.75,0.6165498
2020-01-16,2.75,33.25,0.83812785
2020-01-16,2.75,33.75,1.452265
2020-01-16,2.75,34.25,1.4837595
2020-01-16,2.75,34.75,1.9687558
2020-01-16,2.75,35.25,1.601802
2020-01-16,2.75,35.75,1.4242108
2020-01-16,2.75,36.25,1.2918626
2020-01-16,2.75,36.75,0.65205
2020-01-16,2.75,37.25,0.5488337
2020-01-16,2.75,37.75,0.13920628
2020-01-16,2.75,38.25,-0.05719697
2020-01-16,2.75,38.75,0.10451529
2020-01-16,2.75,39.25,-0.20769009
2020-01-16,2.75,39.75,-0.3575201
2020-01-16,2.75,40.25,-0.7763405
2020-01-16,2.75,40.75,-1.6389304
2020-01-16,2.75,41.25,-2.3018656
2020-01-16,2.75,41.75,-1.4761094
2020-01-16,2.75,42.25,-1.0090181
2020-01-16,2.75,42.75,0.055622462
2020-01-16,2.75,43.25,-1.2872971
2020-01-16,2.75,43.75,-1.8067951
2020-01-16,2.75,44.25,-2.0293283
2020-01-16,2.75,44.75,-1.2188673
2020-01-16,2.75,45.25,-1.3257154
2020-01-16,2.75,45.75,-0.51507175
2020-01-16,2.75,46.25,0.2616847
2020-01-16,2.75,46.75,
2020-01-16,2.75,47.25,
2020-01-16,2.75,47.75,
2020-01-16,3.25,32.25,0.18100356
2020-01-16,3.25,32.75,0.21970062
2020-01-16,3.25,33.25,0.63770664
2020-01-16,3.25,33.75,0.7041662
2020-01-16,3.25,34.25,1.5301517
2020-01-16,3.25,34.75,1.1443102
2020-01-16,3.25,35.25,1.4487154
2020-01-16,3.25,35.75,1.0899303
2020-01-16,3.25,36.25,0.86869353
2020-01-16,3.25,36.75,0.6664007
2020-01-16,3.25,37.25,0.067746595
2020-01-16,3.25,37.75,-0.019012319
2020-01-16,3.25,38.25,-0.5318869
2020-01-16,3.25,38.75,-0.78428817
2020-01-16,3.25,39.25,-1.0355676
2020-01-16,3.25,39.75,-1.440317
2020-01-16,3.25,40.25,-1.9299916
2020-01-16,3.25,40.75,-1.9049995
2020-01-16,3.25,41.25,-2.0481486
2020-01-16,3.25,41.75,-1.8684778
2020-01-16,3.25,42.25,-2.081936
2020-01-16,3.25,42.75,-0.036855996
2020-01-16,3.25,43.25,-1.2429928
2020-01-16,3.25,43.75,-1.7811377
2020-01-16,3.25,44.25,-2.5325534
2020-01-16,3.25,44.75,-1.09498
2020-01-16,3.25,45.25,-1.4800676
2020-01-16,3.25,45.75,-0.4366775
2020-01-16,3.25,46.25,0.17731585
2020-01-16,3.25,46.75,0.2043697
2020-01-16,3.25,47.25,
2020-01-16,3.25,47.75,
2020-01-16,3.75,32.25,0.90859723
2020-01-16,3.75,32.75,0.62552387
2020-01-16,3.75,33.25,0.6306925
2020-01-16,3.75,33.75,0.78665257
2020-01-16,3.75,34.25,0.8246505
2020-01-16,3.75,34.75,0.80622023
2020-01-16,3.75,35.25,0.9745389
2020-01-16,3.75,35.75,0.7192476
2020-01-16,3.75,36.25,0.39035702
2020-01-16,3.75,36.75,0.6011334
2020-01-16,3.75,37.25,0.5444196
2020-01-16,3.75,37.75,-0.19611488
2020-01-16,3.75,38.25,-0.28433266
2020-01-16,3.75,38.75,-0.4731152
2020-01-16,3.75,39.25,-1.9052887
2020-01-16,3.75,39.75,-2.3092535
2020-01-16,3.75,40.25,-1.9475231
2020-01-16,3.75,40.75,-2.254488
2020-01-16,3.75,41.25,-3.1660445
2020-01-16,3.75,41.75,-2.0616958
2020-01-16,3.75,42.25,-2.43863
2020-01-16,3.75,42.75,-0.51247525
2020-01-16,3.75,43.25,-2.3299994
2020-01-16,3.75,43.75,-1.6588926
